Gene,21.21 Days,37.33 Days,52.96 Days,68.08 Days,83.08 Days,98.08 Days,115 Days,134.96 Days,157.92 Days,180.88 Days,202 Days
IFFO1,519.1927842,519.9581957,613.4123698,554.7777172,620.7911348,696.9401954,549.0121766,612.6271563,527.1591126,593.0711151,635.7420042
IFFO2,861.2089805,681.0815547,604.4278432,635.3797302,530.1901916,447.7383381,557.8071306,467.6530123,623.4622033,720.0374178,842.8167785
IFI16,3351.873876,2846.216418,2971.863111,3251.110312,3510.501272,3340.719394,2565.556291,2523.996453,2104.297636,2081.116013,2033.59369
IFI27,71.23528795,42.3552863,45.01129678,31.26499246,22.03034918,23.36064424,31.44307091,19.93141801,28.94254732,40.73587029,22.61088302
IFI27L1,40.71710834,35.23393635,38.34864992,43.28169432,37.85237829,30.28187022,29.73288743,37.63037021,35.96890137,40.37433555,35.26394231
IFI27L2,228.5443093,205.2007279,211.9735853,184.5393838,212.4541331,214.6222503,201.6681151,190.4682377,170.4575625,188.238519,187.3373883
IFI30,320.666153,283.7174146,333.2878188,297.996931,238.1889334,202.0622639,195.5130454,145.9868791,109.86299,208.4253757,249.2281755
IFI35,299.235467,225.9475683,244.6595792,235.9245303,236.7222511,248.1928643,205.105694,203.4260945,158.979769,196.8748166,181.6004517
IFI44,105.4297548,84.56541463,96.7044532,78.90675159,83.30807593,85.30982123,86.94897224,74.14431892,57.93956018,70.97546371,83.5895005
IFI44L,29.46142301,34.95209921,31.92446657,32.9390783,37.4338034,49.42822113,45.93708059,39.99803076,43.98353031,45.95142249,57.93543849
IFI6,245.9539758,257.1233,284.5235491,233.9062396,279.4633524,422.3219096,320.0575803,289.6398952,286.3083846,470.5079627,473.1260505
IFIH1,86.38661775,84.39629166,102.7812371,82.86725151,123.8410198,135.3330663,101.8899014,129.9859013,111.959035,116.9361273,92.93474255
IFIT1,277.7528905,305.6434283,340.3019831,307.1074615,406.2409609,435.173381,318.5553666,234.8285526,211.0542927,343.6476276,314.22469
IFIT1B,4.591817713,6.495012846,5.514099647,3.516709946,2.525653268,6.108604689,4.511325516,0.999915727,3.499915918,2.026772323,1.52168437
IFIT2,127.8412787,120.8507658,135.2329936,150.2645544,206.7234006,186.7829005,188.3028149,115.4974494,119.4517447,168.9706686,156.9052083
IFIT3,386.9709438,367.8842835,393.7854126,419.8899764,470.027068,560.4045493,336.3490358,299.7366137,264.1266805,356.0539925,323.4753434
IFIT5,832.9055373,682.5618793,732.7156498,724.2985734,705.6692166,824.4393769,684.2017453,560.9832438,559.2508269,662.1292404,644.0002745
IFITM1,747.9229378,602.7853629,531.6940915,520.9768741,596.7006975,608.8665877,499.6824602,435.6500005,344.4526598,332.40411,303.4080385
IFITM10,87.88779027,97.37452104,94.81936329,121.8008578,115.8376176,118.3478889,128.3569542,118.4977234,177.4188339,195.9874207,278.3233252
IFITM2,2566.216931,1752.792416,1780.381159,1824.462026,1753.824099,1647.934345,1387.327176,1275.596188,1113.162408,1066.140948,999.036423
IFITM3,6569.507453,5484.867996,5932.163521,6329.299119,7109.461906,6633.485289,6269.189788,5679.703235,5290.011782,5468.231679,4940.227226
IFITM4P,4.004890066,3.515589697,0,4.027318984,2.022749116,3.031760226,0.502918207,4.001290115,1.502786732,1.510225953,0.502436837
IFITM5,2.498638224,1.003070318,2.507841084,2.002637586,2.006692334,0.500141416,2.007347832,0,3.502447074,0.998269,0.5012155
IFNA1,1.5001645,7.000792988,0.5018556015,1.499548347,2.505704842,2.503887537,4.003753139,0,5.501409604,3.014030572,5.005841154
IFNA2,0,0,0,0,0,0,0,0,0,1.00291,0.502168
IFNA21,0,0,0,0,0,0,0.500812,0,0,0,0.5003225
IFNA5,0.99723081,0.500477674,0,0.9981179745,0,0.4988968245,0.5013915,0,0,0,0
IFNA8,0.99943,0,1.001532237,0.999001492,0,0,1.0015685,0,1.0025275,0.49948,2.0014465
IFNAR1,1768.533263,1577.635344,1684.170993,1747.88446,1987.26402,2092.306547,2057.269807,2052.005399,1960.561881,2118.920621,2058.462418
IFNAR2,378.1325864,347.440322,372.9736803,383.5622585,371.9658446,398.7757035,365.260505,361.3375283,353.7949288,373.5072348,308.1718612
IFNB1,0,0,0,0.501275,1.502133064,0,0.502418,0,0,0.5039475565,0.5011941805
IFNE,16.9843446,14.99391613,16.99574311,16.98799269,22.50838268,29.51825149,26.99901661,28.99432581,28.01518554,33.03175635,20.50570823
IFNG,0.499956,0,0,0,0,0,0,0,0,0,0.5001924195
IFNG-AS1,12.48713334,8.992963805,14.48611032,16.98061487,10.9962727,17.49397079,8.495302745,10.99775416,6.497368587,8.004514434,13.49816024
IFNGR1,690.7842613,551.9936961,616.2675807,534.3569112,561.4344247,599.8272894,679.7201451,720.9259809,760.7376572,740.8150533,734.3017072
IFNGR2,1276.917297,1186.233038,1111.259282,1295.826149,1266.412185,1287.948216,1279.030644,1179.423759,1300.43847,1376.849668,1479.81765
IFNK,0.4995656815,0.4998265,0,2.000222494,0,0.5002186475,0,0,0,0,0
IFNL2,0,0,0,0,0,0,0,0,0,0,0.502044109
IFNL4,0,0,0,0.499664652,0,0,0,0,0,0,0
IFNLR1,6.485167837,4.798974828,3.708860234,8.516555651,4.321868406,4.213070033,3.615844648,5.097544648,6.253500685,2.100102832,5.638740239
IFNW1,0,0,0,0.499391884,0,0,1.501193,0.4995145,2.001347935,1.503362643,1.000033229
IFRD1,761.4954537,692.5602503,742.2499653,693.6582752,749.7584749,767.9178459,722.9955359,772.6475642,812.4005033,860.292601,895.8578991
IFRD2,523.1686229,425.5548142,396.53275,358.8224452,379.698866,366.0348782,318.2481907,372.9242019,341.1572071,393.1515002,418.5828332
IFT122,484.1508569,434.0871825,386.836828,410.161621,422.9012677,404.951446,362.0948865,356.2057447,373.7358012,374.4927826,404.59771
IFT140,299.5963289,260.1167276,300.7677091,300.9571439,378.3898328,361.9143936,324.5666385,409.5164904,345.2530835,398.5312247,413.6654501
IFT172,490.8398819,469.3078358,459.3638854,465.6540463,481.7264374,540.1556525,465.8719704,487.010446,466.2116498,489.3590292,489.5796975
IFT20,235.8794825,242.1833215,275.3849753,245.1836125,271.6307726,312.6834694,315.487885,316.7280557,310.8631895,352.1152279,359.7081102
IFT22,542.5227973,414.2633106,449.3797326,534.8167398,464.4092918,540.0255403,494.9558504,513.1280819,498.913815,511.1984832,526.5011
IFT27,153.4932692,126.5209528,146.5225731,143.0701404,157.3106424,138.698706,105.1486415,149.3985267,130.430446,153.197153,160.0373102
IFT43,199.3751623,179.0757802,167.5510363,160.3935443,163.0657623,161.3872789,153.3293419,146.1361357,158.964636,185.6670863,198.5279777
IFT46,359.714892,326.4610378,296.6339206,323.5591116,313.0136606,335.3999219,298.9876777,281.2496471,308.9472882,353.5217656,341.2204298
IFT52,560.7524065,516.8685203,564.5281115,568.6935389,659.1601452,655.1824851,595.7999166,599.1485696,537.8890867,583.8068887,565.861521
IFT57,498.869644,390.5322394,397.2265623,420.36918,414.0730066,436.0559884,443.0797012,476.5078484,482.7967668,519.1278167,455.7727946
IFT74,212.6172686,186.269551,208.6588793,191.6084169,228.9280474,204.839736,179.0650793,205.7169788,218.2906098,202.2420136,191.7964145
IFT74-AS1,1.496792659,1.002427295,0,0,0.497713028,1.011707,0,0.497982781,0.495660124,0.505449546,0
IFT80,527.6503292,500.6504621,631.386846,579.8461789,777.1767754,747.0305747,656.0656049,601.7936267,512.4502725,580.3687909,610.1456005
IFT81,575.5537,484.7740285,523.2546742,506.8630727,517.2566303,524.8079675,468.0921793,460.4797966,453.1159352,448.2915047,455.85905
IFT88,284.3542919,259.354771,228.2243817,261.2696299,270.575744,259.8911155,238.0227208,241.669465,220.3257898,223.133822,215.3872425
IGBP1,587.290797,547.9557668,632.9948493,612.0730219,670.9101177,727.4119563,627.2273074,637.7105186,597.0753703,601.8068974,587.4036738
IGBP1P1,1.996367869,1.014346149,1.516092096,3.007040161,1.499738714,1.014604905,0.5001780685,1.496150108,0.5095625,1.501473748,2.0049105
IGDCC3,1.997188491,0,0.4993665,0,0.49874,0.9990208545,0.4992535,0.5001315,1.000002693,0.500705,1.499019502
IGDCC4,509.3130261,557.7113123,668.9702343,564.4289732,461.3603654,537.3063457,543.8180438,636.9244307,620.7238702,574.782021,766.3066036
IGF1,32.83640743,24.52129501,31.27575353,24.93729589,33.161108,31.84363969,31.59585986,39.97938605,67.29499902,30.15227321,32.93007194
IGF1R,4935.967992,4425.157876,4956.09836,5195.769164,5344.962842,5553.319525,6019.560545,6596.821865,7048.738772,6868.14149,6535.313465
IGF2,298.106503,255.5833166,265.7074642,265.4327324,265.25307,277.960217,706.8781348,994.9109518,1098.996556,552.3617385,499.2708661
IGF2-AS,0.51793698,0.5183313965,0.518358,0,0,0.518397307,1.464828,0,1.00699604,1.0382215,0
IGF2BP1,451.4356517,573.8889664,573.6951526,720.9352547,834.92214,866.7652454,691.5084994,590.1086993,714.1444642,760.906543,723.8241582
IGF2BP2,2315.973715,2087.742242,2069.633842,2282.623873,2477.954399,2539.291974,2340.93978,2343.119098,2295.287304,2158.035399,2135.223418
IGF2BP2-AS1,87.1578383,81.84466614,84.17168969,88.65252226,94.66644824,113.1391565,92.7489664,96.12389664,105.7361,79.74121487,90.31614414
IGF2BP3,648.7979146,609.3486466,617.9981814,682.4133575,719.8504313,741.9423464,681.3695331,645.4300516,549.7275384,654.4411524,492.9276683
IGF2R,6276.4622,5860.345806,6790.519028,6308.64319,5982.538287,6343.715122,6653.260201,6890.122562,6800.335795,7765.219754,8813.86591
IGFALS,3.407902076,5.038979472,1.014705329,9.118313856,6.968859335,6.341876805,2.975297692,7.893322266,5.079686061,2.962902408,4.570013126
IGFBP1,0,0,0,0,0,2.000357,0.9999025,0.4994985,0.5002695,1.49941,0.999899
IGFBP2,4.386941393,5.5991482,1.9401426,4.500508231,0.622367019,3.003254392,2.491153695,3.07368783,6.218766691,16.21342323,14.9484208
IGFBP3,6875.180815,8435.82409,9909.766492,11647.66221,13784.45936,22281.39578,34588.57692,28970.95098,53131.49854,62481.35874,64180.98291
IGFBP4,9417.579273,7937.912762,9300.016365,9564.010675,11222.01214,13392.12408,14827.77095,16499.28281,18789.16565,19788.0772,17752.70133
IGFBP5,3705.245459,5523.653441,7528.026119,5742.963609,4678.638352,5582.360001,6956.446265,9081.639155,9111.308635,9355.98464,8237.007905
IGFBP6,689.0749452,635.1886625,516.0460051,632.2299824,655.521443,569.3344931,391.8204104,299.8836186,274.1014072,393.7997078,433.9983714
IGFBP7,2866.033593,2769.25497,3370.308417,3018.760794,2914.288849,3151.638443,3921.651451,4720.471037,5407.11202,7564.99848,8129.588158
IGFBP7-AS1,7.499007394,4.503037748,7.01376637,10.00755125,6.013487581,5.511922196,7.51171826,6.50734478,6.513741496,15.03679922,16.02742851
IGFBPL1,143.2825374,125.3772435,128.4512098,107.5593471,104.802195,88.87846678,114.1176206,111.6951454,141.6124806,158.9882618,135.9797908
IGFL2,0.5998225,0,0,0.354914543,0.7113395845,0.604506,0,0,0,0.605401673,0
IGFL2-AS1,63.01992195,49.9701006,61.96673847,56.95433598,59.50328341,74.50915637,54.99195547,65.4893665,56.50391665,50.54342375,56.50787769
IGFL3,9.999127731,9.005338352,7.535175575,5.508721452,9.541149534,10.5515818,7.02378571,6.494324134,8.52995011,6.035176127,10.02629544
IGFL4,1725.708302,1642.840688,1659.248947,1820.2994,1824.524098,1857.25052,1674.634203,1753.248202,1889.349147,1712.302055,1825.82661
IGFLR1,27.44417601,24.06793873,22.12717578,14.82052432,25.58437434,18.49944193,13.95595567,12.90256258,12.29723065,11.59550437,6.979188038
IGFN1,0.310219,0,0.309289049,0,0.8465743195,5.917476335,0.8458899905,5.925239595,0.8468768695,0.3112065,0
IGHMBP2,244.6825442,190.7443401,184.576267,163.7288054,176.7900021,179.2758182,171.8019828,197.0034811,182.4049909,193.4602088,186.8560634
IGHV1OR15-1,0,0,0,0,0,0,0,0,0.49799496,0,0
IGHV1OR15-3,0,0.500222,0.504753358,0,0,0,0.5010310165,0.500751915,0,0,0
IGIP,187.7675122,166.2969614,207.0800484,214.6590532,292.6012743,322.6144,311.6686393,377.5168517,354.3122175,484.1158624,401.7681643
IGLL1,0,0,0.8782485,0,0,0,0,0,0,0,0.5249024195
IGLL3P,1.996861564,3.009607672,0,0,3.51243479,2.010219819,1.999371797,2.497936382,0.4976911615,2.006205326,1.503097
IGLON5,25.63860104,24.03338315,20.64087552,21.16754097,16.19230525,20.89518943,15.86723066,8.3614522,18.54684169,12.83707046,13.74937134
IGSF1,0,0,0,0,0,0,0.3694842775,0,0,0,0.7681915
IGSF10,74.25862391,48.51222499,60.36608668,46.02788583,46.29241406,49.10165454,61.75577163,108.6495364,92.55238315,58.90094936,16.52208878
IGSF11,35.35037891,26.27031081,20.92245535,27.7455474,27.3642809,30.27408897,33.81935516,27.91084674,32.31608364,21.46858256,40.90944009
IGSF11-AS1,0.4995265,0.499642194,0.9991215,0,0.9997365,1.0002705,0.999493217,0,1.500989,0,1.5002415
IGSF21,0,0,0,0,0,0,0,0,0.500244179,0,0
IGSF22,5.723982064,2.054101836,0.9706135,0.5133015,0.5140798325,3.080943215,1.027109,1.444456665,2.056294944,1.397745,5.655205
IGSF23,0.499109639,1.00074567,1.500887456,2.999726836,1.0022675,3.0082555,3.002053207,0.4995095,1.501752394,2.502828681,1.5008786
IGSF3,13.02100389,6.008047372,3.998788833,1.501761464,1.002707001,3.479375865,2.003126456,1.505243,0.501672002,4.502738037,1.977514321
IGSF5,5.994607238,3.000696828,4.001984688,2.50185385,1.498859,3.000126588,4.99824264,2.999874114,5.000529495,4.012735718,6.99926871
IGSF6,187.8312675,148.408518,158.6858991,174.9663965,128.2013635,148.4688683,127.3413523,128.9858529,113.2757854,118.6294126,129.9065739
IGSF8,234.1522447,235.6558756,241.8342976,223.7066748,225.9458562,217.5508491,267.4609908,278.8169341,293.0619148,317.2276972,382.6183519
IGSF9,3.121607578,5.072571454,2.559747405,3.094014016,4.078066025,4.632693992,5.155558407,7.182948744,4.138326393,4.677380041,7.788467603
IGSF9B,6.491214818,0.9985327955,1.996269205,3.992669739,0.9985168745,3.995063495,4.493584669,5.498275288,8.49788496,13.99458974,11.48833897
IHH,5.49068352,1.997133992,2.995150809,1.996714,3.496051125,2.4973255,4.495750249,0.4999,0.9994555,1.998488001,0
IK,1290.097879,1091.129922,992.529742,1054.412947,1053.726936,975.7314605,859.1891884,876.3994969,877.919391,962.61755,932.9298116
IKBIP,1393.934412,1063.938584,966.6398865,1013.907047,1060.131444,952.6014601,956.8491862,908.626634,877.4458858,1056.771648,1079.351527
IKBKB,494.9153403,426.3088407,435.0233255,436.591285,459.6591081,490.9168337,441.1653604,453.6190912,415.4509992,470.3129392,565.0864658
IKBKE,289.3139676,273.2179529,246.7674971,239.7347034,215.5462344,196.0497743,176.2714549,158.0906244,142.6632391,150.1238439,138.9970989
IKBKG,380.3890285,363.0031405,302.9121918,313.7802571,357.5494105,330.1077583,277.703138,256.0069142,255.8088256,279.2249917,298.0537974
IKZF1,0.721263,0,0.360617,0,0,0.686905821,0,1.133368532,0,0,3.182871902
IKZF2,270.8707877,318.5192303,385.7863743,360.1929729,374.0311287,410.2797069,494.6831106,594.0528634,590.8365696,594.2474809,509.2055805
IKZF3,482.408186,400.4264659,404.1639947,453.0283511,426.035757,435.8441569,403.3025139,429.5097161,423.1416302,383.2683461,415.2446576
IKZF4,294.3279304,255.4668844,247.5888958,260.0061467,266.1347308,274.9504664,230.6910902,230.9247563,253.0979676,240.9926383,288.2929095
IKZF5,386.2511178,375.7546177,333.2167814,379.1575917,440.8803105,412.5418174,400.399574,363.3433451,353.5714877,379.6773824,392.3856185
IL10,41.2526147,31.82217854,29.79042638,29.4631811,33.57063113,26.4510618,31.96677968,24.24234936,30.20229773,27.62728705,27.32663337
IL10RA,0.5714401445,0,0,0,0,0.571805963,1.715115027,0,0,0,0
IL10RB,622.2225591,585.0632288,564.505919,587.7299828,632.3817263,651.2774272,578.2472801,615.7688853,582.0374846,583.4527774,568.3505875
IL10RB-DT,8.513113238,3.018277722,7.089396645,7.032912569,9.052912098,7.072909281,15.08421213,5.493348492,10.02609207,7.556664435,7.027635509
IL11,146.416039,113.8417211,132.6480811,121.8354643,114.1329144,98.86206496,100.5341188,79.23860343,112.3777935,105.2546726,141.3076068
IL11RA,333.6432556,309.166497,351.1936279,345.5133342,359.6394515,362.3262137,282.5982518,326.1698875,246.8427472,270.1843923,283.4860404
IL12A,33.88827245,30.1867302,31.45663413,31.00240996,44.24796134,38.55085174,33.79819188,33.72319588,27.31462503,33.01275807,36.59368179
IL12A-AS1,42.30849725,40.13708451,35.96858035,38.87187218,39.48176812,38.96047896,38.97957715,38.48288722,40.12066314,30.37242943,50.94053516
IL12B,38.68746136,31.72472908,49.45768835,38.82054703,34.81103307,29.2057862,35.69541264,38.36659545,40.72264656,31.39565118,37.69279525
IL12RB1,106.093365,95.87080485,99.99741322,104.0430405,100.4737599,119.7784291,80.49779834,98.61111083,105.9868011,96.2798626,95.02902785
IL12RB2,22.81116672,21.74682732,21.89008284,23.32233735,25.12571125,17.22550962,17.63582062,14.66857663,20.50283925,14.8818526,21.74498234
IL13,1.514593094,0.5080124215,0,2.030865369,3.034115159,0,2.523327905,1.015577806,2.0258365,0,0
IL13RA1,2083.205,1769.202987,1835.438476,1933.100333,2066.042225,1948.205517,1938.84604,1763.197536,1749.061087,1983.749109,1903.546309
IL13RA2,18.48090021,8.993422614,8.998093699,12.48905294,18.01056772,17.50722672,16.50581493,11.99303096,7.998068442,18.51098183,18.50229602
IL15,129.1778336,129.7269705,137.487008,130.0422234,139.195241,140.9613264,123.7367489,146.355878,118.4822603,149.9320986,112.1637579
IL15RA,125.0814621,88.56034345,80.06051187,92.41535576,84.14864617,95.1411232,68.62209717,87.36154035,60.81234003,47.2548016,38.94119166
IL16,46.46790849,52.24837173,60.55951073,89.35294253,90.69611489,231.7229386,291.564389,381.4521292,472.2717353,379.9327091,391.9198374
IL17A,0,0,0,0,0,0,0,0,0.500598987,0,0
IL17B,3.016524,1.99420814,1.516653048,0,0,0.5056495,1.007339489,0.997373863,1.0112925,2.021971819,1.509929143
IL17C,1.498429253,0.49923,2.003232471,0.499947,3.001430609,2.003316436,1.0016335,3.496279065,1.0000004,0.5018321775,3.000862568
IL17D,7.991149509,8.99363125,9.99018889,6.992956828,10.49826882,19.99714436,17.49562855,15.49781145,17.49302232,12.00815192,11.99769199
IL17RA,1055.493142,837.4967721,771.3693384,867.8753347,825.7507359,739.5620575,673.5991535,699.2200775,662.1119242,636.0332659,605.0524185
IL17RB,70.41764175,60.44916524,65.42550132,58.43531955,63.47639105,97.96720538,77.47062155,85.99120297,86.99048195,78.04219813,76.98867039
IL17RC,375.3129409,346.7522933,322.32096,324.6134521,304.6604763,288.1823495,254.054344,247.1419379,239.9152071,292.9788613,268.1277835
IL17RD,209.2146384,169.3680768,158.7737148,191.9797147,231.1902074,251.1075332,218.9798515,208.577334,176.1674839,190.9816033,143.6244964
IL17RE,77.50972158,76.5528586,41.63438381,64.293382,32.88496248,30.81782239,18.32328279,12.9205183,9.54899715,16.23692097,17.02610438
IL17REL,49.85690426,49.37086457,42.80246379,52.44037066,56.38461776,42.46414306,38.55627599,54.00738147,46.7911711,49.99375521,51.75892223
IL18,25.23751521,7.885924836,14.80026066,13.98504487,16.80261107,12.96804528,15.47543036,21.13853941,16.15526857,22.20117905,17.95232782
IL18BP,117.2990504,106.6218515,96.7753347,121.0059569,107.6921427,122.9986707,68.65558665,72.83800055,101.1654004,60.9088235,92.51480481
IL18R1,47.27908334,37.84559298,46.98123147,32.95199741,42.82960379,39.69271664,20.15038479,43.25085771,24.78717872,31.27482832,17.10114622
IL18RAP,0,0,0,0,0,0,0,0.4996443665,0,0.5003705,0
IL19,4.602936581,2.76317255,6.446814225,5.064220291,5.990082876,5.528924747,5.990614953,5.83029509,4.148998464,5.135229973,4.148285381
IL1A,14.4982743,10.00211428,7.497596065,9.94369255,5.003999598,3.502676447,3.501871789,3.002908229,1.000889591,1.502018747,0
IL1B,12.98716134,18.98777509,17.99398485,15.48859528,10.50115045,10.99926217,14.99837644,8.498175464,6.4950136,9.0130811,6.999310455
IL1R1,4406.560469,3500.960715,3547.479202,4338.593651,5028.358217,4252.950248,2636.163057,2474.887696,1602.75685,1234.31001,992.0528202
