Gene,21.21 Days,37.33 Days,52.96 Days,68.08 Days,83.08 Days,98.08 Days,115 Days,134.96 Days,157.92 Days,180.88 Days,202 Days
HPS3,877.5494203,698.4253127,663.1519613,681.0441087,620.0698775,677.0240786,623.3032545,628.4479046,610.0113154,668.5881291,627.798731
HPS4,687.484416,576.6410558,665.8041469,631.8964089,620.1033954,642.4395428,590.3633045,660.5742763,648.5746248,616.4118099,692.6338525
HPS5,809.7201652,688.0091294,748.9684236,804.2868274,819.1382662,848.4287574,834.9353362,880.647176,979.9634492,1111.201234,1290.131518
HPS6,302.6318458,264.2053494,232.6118201,270.123477,282.7474115,313.2321157,266.2842426,237.4978912,233.9189885,284.0488446,278.3617058
HPSE,125.885411,100.172055,94.57446305,117.8137006,98.45447076,112.2204732,95.62457494,96.29547904,106.2757406,86.19824252,109.0731957
HPSE2,1.514713424,0.5051455,0.504011762,0.456502,0,0.504796,0,0.4575055,0,0.4843846205,0
HPX,19.98239758,10.99303668,6.997204402,8.493328732,14.50235807,12.00202749,15.00243464,10.49815799,10.00617941,11.01008885,12.5024766
HPYR1,0,0,0.500165912,0,0,0,0,1.9933035,0,0,0
HR,344.7528813,242.6745136,282.7161669,223.9652598,186.2803491,139.8004703,116.4054427,198.160838,191.9434163,85.84550825,61.3120131
HRAS,227.6090753,199.4213504,165.1217274,192.2422651,194.8210693,183.4874706,185.0916138,191.6523176,194.4684714,206.8970155,251.5006336
HRAT17,5.001710231,6.505114943,5.53735791,8.507104525,12.03400625,5.515484525,3.514004058,4.99649785,2.506892369,9.017849136,3.00761524
HRAT5,9.493213545,8.51012859,4.007561985,9.508828538,17.5473343,9.024422947,8.522120824,4.499378331,6.026699499,8.522685134,4.507556
HRAT92,60.05800787,42.02491111,40.01822051,45.92715665,45.69072122,32.96566802,52.24319831,53.04838571,46.48503918,43.13308328,44.27710265
HRC,33.29668848,32.23427245,35.83189127,56.23098781,40.87885185,29.278185,38.29429133,30.38066456,31.72754436,29.23123744,22.14425205
HRCT1,6.994870762,9.495471553,6.00422877,4.000070116,4.508188304,5.50683635,5.505621571,8.492632874,10.02195959,11.52837959,12.01424463
HRH1,373.3499189,352.5907172,334.9229805,350.1685578,355.5176108,372.0760202,323.3235814,371.9656514,309.7986995,301.8451232,260.7592858
HRH2,2.135864806,0.6065315,0,0,1.820425368,1.8199635,3.639893236,6.57425823,2.829900369,2.364630124,1.81995057
HRH3,0,0,0,0,1.498978361,0,0,0,1.99916068,0.999241701,0
HRH4,42.28640873,36.68952774,37.0488768,37.19928452,35.61395269,40.45052559,37.73322592,32.92335923,30.8567681,35.84266768,30.89490416
HRK,12.64308447,13.24556056,14.26487621,15.62375243,15.08435611,25.97921895,17.78384807,30.5532419,36.58428022,62.29695637,48.7587055
HRNR,138.8101932,145.8045962,164.1531986,137.2205877,68.38418328,76.89376685,99.8683717,145.959093,147.0041273,193.5778998,177.2591442
HROB,164.468483,115.4723448,89.9949717,68.19875007,59.15069456,57.40024557,41.90869236,42.41233677,33.57504213,32.88554611,42.24799074
HS1BP3,530.3662718,465.5259038,553.6967217,518.3360624,538.6303723,545.1382833,494.6580892,499.45885,441.3808288,480.6250778,516.3051628
HS1BP3-IT1,0.9988850485,4.011887224,4.522823189,2.50290104,3.512702032,4.020283892,1.501925519,2.492775576,0.4969990735,2.00548764,4.506810458
HS2ST1,884.7813139,726.9684783,751.131805,809.7927786,858.3524818,832.1827614,776.7116672,737.4662852,730.8247954,847.3809421,803.6222896
HS3ST1,11.36111539,12.12141857,14.134217,8.206111928,11.85166568,12.83517505,12.21991299,10.33701822,11.31533489,9.8936488,7.17626539
HS3ST2,0.999142,0,0,0.4993462035,0,0.499649418,0,0,0,0.999741505,0
HS3ST3A1,795.7074962,631.3750597,535.2507772,502.6734906,534.4031526,435.1204419,382.3166251,385.2630353,414.5579826,429.6744416,422.8405836
HS3ST3B1,1416.332521,1100.199232,1095.339327,1047.855294,1117.895898,1015.768429,903.8386744,937.3730972,936.6693881,1028.401594,836.4212341
HS3ST4,0,0.9994125,0,0.499466512,0,0,0.499689,0,0,0,0
HS3ST5,4.993327389,5.992879315,3.991998943,4.992342341,2.497883263,6.992504879,7.492712368,5.500036025,12.49348964,16.00516128,13.49601589
HS3ST6,0,0,0,0,0,0.500464777,0,0,0,0,0
HS6ST1,1478.101725,1162.428161,1045.167421,951.3729713,942.6762529,934.6834824,1022.718083,1129.059483,1035.369308,926.6469832,867.0099517
HS6ST2,0,0,0,0,0.500631,0,0,0,0,0,0
HS6ST2-AS1,0,0,0,0,0,0,0,0,0,0,0.503986
HS6ST3,6.493180304,3.994257262,3.493175807,4.491982684,2.496764151,1.995486,1.9983165,2.500716112,3.495960172,1.998363004,2.497631615
HSBP1,2255.400619,1895.128787,1757.434356,2013.89537,1951.595538,1940.651094,1863.211252,1914.130717,1891.444608,2050.975516,1785.162334
HSBP1L1,94.99308056,63.63548322,68.32573226,62.10490142,83.84363347,79.85213719,71.22408707,81.92697854,74.61356082,88.35063222,95.74764735
HSCB,90.9815748,80.1499604,88.73566771,98.09377515,99.79021426,102.5603241,76.31677677,81.42232914,79.63277518,84.09274201,74.27787619
HSD11B1,0,0,0,0.500995,0,0.5009670895,0,0,0.5004934475,0,0.501157268
HSD11B1-AS1,0,0,0.4770613035,0,0,0,0,0,0,0,0
HSD11B1L,47.934426,50.02060161,63.84624578,42.59710792,82.17923852,83.62136846,69.07375322,99.7884698,86.27904901,104.6861309,120.712241
HSD11B2,6.992921103,5.495297617,7.991099445,11.48875986,10.49765781,6.49912361,9.497473464,7.998955545,8.9978525,14.50938422,12.49967349
HSD17B1,11.20789585,10.92083451,9.244214913,13.48407432,6.625752115,19.40952307,14.05897652,10.47612313,13.08926208,19.42674986,24.54393805
HSD17B10,446.5303822,354.8504106,344.620717,342.6167281,326.1943527,297.8638265,250.0470579,277.6937697,245.5351554,268.0481979,286.8112609
HSD17B11,546.9316075,464.6680727,460.6436591,454.0713441,536.915639,560.4759843,534.4103684,546.9284838,490.4889632,534.408084,472.4717402
HSD17B12,2268.384688,1960.995577,2031.928306,1852.114608,1765.987257,1740.826184,1716.754308,1737.86397,1703.012529,2212.368146,2207.578506
HSD17B13,36.94762546,40.65788115,37.29138743,45.95135235,45.30655835,27.64070918,37.59801764,31.84061814,40.45386497,31.64636433,39.85344966
HSD17B14,89.44932125,91.49161349,201.6757131,136.0188269,104.1622202,155.7222231,145.589254,179.9420396,149.5980298,140.3114023,191.1902897
HSD17B2,0.4989637025,0,0.499753843,0.49951,0.999798742,2.5015235,0.999554944,0.4996323715,0.9995653495,1.502090945,2.498793551
HSD17B3,0,2.500341347,1.001605473,0,0,0.499961209,0,0.50003503,0.4991837875,1.003600083,0
HSD17B3-AS1,0.500017,0,0,0,0,0,0,0,0,0,0
HSD17B4,1028.975788,846.5155114,860.3501908,813.5926681,800.8190797,860.8632572,701.3435829,809.3299606,707.1830279,895.952763,908.0712555
HSD17B6,2.498044091,1.999466621,1.999784092,3.498128009,1.000334962,2.000692878,5.000599567,6.999282641,10.50133115,23.53032853,25.00508515
HSD17B7,123.8622371,124.9109704,139.4943668,108.7290609,98.54569435,89.28144237,74.65729245,63.91874797,60.89642982,54.04169581,64.12741404
HSD17B7P2,64.23502102,62.46521666,81.5305084,59.0407531,59.02822761,67.97027384,46.83043799,66.64287178,40.09829363,64.28840785,53.51593668
HSD17B8,14.49248645,10.50558322,15.02924149,11.00447555,15.03529205,13.02789584,11.01709525,10.99449184,12.53534219,10.50721491,13.51839817
HSD3B1,0,0,0,0,0.499974232,1.47368446,0,1.999463912,0.500464,1.001176367,0
HSD3B2,0,0,0,0,0,0,0,0.524526,0.488615,0.488598,0.9769895
HSD3B7,1016.734304,898.985346,910.7595725,968.9503785,976.607606,1054.964107,886.1961325,910.8249846,754.5053607,1009.119539,1055.562768
HSD3BP4,108.5418228,91.24712955,113.3118622,114.1293185,103.5940724,100.5118545,80.73350642,91.44971895,80.0993596,106.284677,94.71036142
HSD52,1.498931117,0.998778,0.499985,1.000265,1.501260555,0.5014345,0.4997374295,0,0.5015125,0.502064884,1.000412555
HSDL1,403.6412567,360.8901803,393.0152497,343.5429707,368.1389325,394.6699924,391.434076,383.2209598,377.8310973,480.2745768,455.9656942
HSDL2,779.4374816,678.3186173,628.29176,694.4919029,727.5627593,760.7302701,660.5724768,666.8192499,610.4139905,728.6405276,724.5535573
HSF1,1343.585122,1186.944508,1167.714027,1171.436361,1224.280086,1211.120734,1110.525271,1155.073089,1143.576162,1185.489792,1169.487322
HSF2,309.5776097,281.0084546,282.4718414,269.8134201,287.4543426,280.1639192,273.4671626,286.4095909,250.6028664,292.1355554,256.5810285
HSF2BP,16.48293509,19.48483743,14.48815402,26.47297582,13.99658732,12.49813573,17.99487937,24.99795052,34.99754377,24.01566521,30.49750294
HSF4,41.89098706,39.50909108,54.18480571,49.40280586,47.78101567,52.08368235,44.64340388,65.25477534,52.13022381,50.09142431,53.40536228
HSF5,0,0.499143986,1.495002022,0.998164,0,0,0.998773307,1.0002905,0.4994245,0.499148296,0.499400784
HSFX1,2.660732093,0.984631,2.164396,0,1.153087881,0,0,0,0,4.470654154,2.165333006
HSFX2,10.32577709,8.50821668,10.82379105,10.98758864,11.84137073,13.4958934,11.99612127,9.498770538,15.99714183,10.54118738,14.33589999
HSFX3,0,0,0.57860939,0,0,0,0.568254,0.910437,0,0,0
HSFX4,9.345990795,12.94636289,6.931002545,10.27534203,10.75709284,10.84956232,8.280523937,8.788701785,5.481060529,7.939756868,12.01123472
HSFY1,0.8886535,0.2959095,0,0,1.1879655,0.8914015,0.890652,0.5919645,0.5943565,2.9107435,1.5507445
HSFY1P1,0,0.50005116,0,1.499558,1.5013045,0,0.5005015,1.4995035,1.0017115,0.501110734,0.5004065
HSFY2,0.8687825,0.2892925,0,0,1.1614015,0.8714685,0.870736,0.5787275,0.581066,0.811639,0.223777
HSH2D,94.9648755,79.77096607,91.6255651,105.9778732,99.37312575,88.43844251,88.2751267,82.45320564,85.14078388,90.0293573,83.71980875
HSP90AA1,11037.42954,9118.09008,7735.80028,7503.296643,7824.264946,7507.277306,7303.22883,7553.962788,7005.381948,9317.05432,8596.812622
HSP90AB1,14825.54063,11798.08566,10441.9971,10792.5319,10683.62227,10360.4258,8665.871601,8606.951374,8252.479081,9760.32255,10021.24435
HSP90AB4P,58.862328,42.94385578,53.69773002,66.25086927,51.32514216,53.42073289,46.43309502,48.75944136,33.19887061,29.18411859,45.22537047
HSP90B1,19677.30611,16051.72136,13506.61115,13897.24335,13154.6203,12096.61708,11260.78061,10874.78506,10800.58807,13515.67434,13078.33586
HSP90B2P,10.49789816,13.00115528,7.991037165,10.99611404,10.50193265,13.50474941,12.0003017,16.02465684,6.506714299,9.005047395,11.00985972
HSPA12A,366.9794305,358.3437256,293.3876287,333.7392314,372.7049886,464.6830659,412.8853614,472.6999687,451.7967367,499.5755138,500.7686588
HSPA12B,78.47991497,61.59822738,54.9857979,63.60171447,68.0903168,63.63483994,48.41800585,43.4725065,43.96387581,51.06459965,50.52250657
HSPA13,1606.933805,1388.672664,1192.848955,1260.416653,1162.23582,1212.989687,1213.098749,1246.462541,1362.851434,1580.574829,1708.35214
HSPA14,221.5651203,162.7406839,143.1286107,162.3660358,169.8390259,144.3623933,143.5079209,132.8867786,107.4156394,137.1456107,143.8984512
HSPA1A,1297.730988,1100.533413,1103.987072,1006.884903,1163.080134,1062.698,1101.191193,1009.867848,917.0453992,1145.237067,1179.563949
HSPA1B,1125.675526,1092.518159,959.330773,864.3975405,886.488979,820.1198042,835.342798,830.388156,700.7151332,988.2194525,972.5848105
HSPA1L,20.4855184,18.0196638,15.49751845,17.97801807,21.48280278,20.98137462,27.01552912,24.51062278,20.53689285,25.03661718,24.00803627
HSPA2,1543.669459,1327.004066,1170.486258,1091.451557,973.762972,929.7231425,1201.452213,929.4195764,876.6947974,864.4741235,1054.812855
HSPA4,2264.149256,2043.131009,1988.500726,1937.348419,2060.461123,1987.592819,1821.668404,1802.943387,1683.496161,2122.419017,2164.093657
HSPA4L,204.5386204,199.1064599,219.7329638,223.913356,287.0197656,343.6885371,362.7235995,426.9948267,418.7984969,560.1281349,502.5049649
HSPA5,12728.59546,10016.66075,8474.748539,8479.731036,8532.689895,7896.954513,7370.062161,7718.579237,7299.416292,8713.953459,8756.660505
HSPA6,0.499020083,0.4992405675,0,0.499131,1.498041158,0.49945,1.9980555,1.9992335,0.9992486645,0.4996216705,0.999676
HSPA7,0,0,0,2.497318916,0,0,0,0,0.5000105,0,0
HSPA8,22254.00178,17434.26956,15677.62638,15204.53071,15518.90071,15578.86676,13922.65367,14561.91415,13040.854,15939.17398,16045.46692
HSPA9,4039.158485,3510.602854,3362.309918,3449.595525,3585.075772,3285.709552,3059.774812,2773.431014,3229.859617,3188.611554,3588.81301
HSPB1,5906.614432,4821.850345,4710.42262,4936.257908,4439.692388,4326.72067,4637.695324,5040.185763,5603.751089,6431.843766,6500.065317
HSPB11,250.2688629,177.566416,176.485398,198.6415521,168.531165,187.8825554,162.8721548,133.1054426,103.8456832,155.5810218,150.4600195
HSPB2,213.8502689,210.8784325,223.066613,211.3948741,193.8288236,236.3415729,223.0509785,247.6248883,226.7652042,258.4372133,245.1348702
HSPB2-C11orf52,20.98216835,10.54428927,14.52191284,8.416572495,5.422858376,8.99585279,9.110546878,6.611796399,8.877985506,9.526598955,21.66841439
HSPB3,198.5053116,175.2695372,160.756921,182.3188153,142.4508249,117.8986673,93.7327529,79.95949558,92.5777772,135.7540484,111.8045709
HSPB6,3050.010505,2434.948602,2146.731995,2450.381708,2500.319162,3114.864023,2045.07203,2225.58874,1720.84187,2155.313775,1847.50542
HSPB7,1232.198103,947.606308,1060.876331,1072.792587,893.0721705,1264.939185,1376.290894,1371.230171,2578.540306,5108.20168,5129.312641
HSPB8,219.7353942,197.3366185,220.2393754,211.2624033,190.4712518,137.9218802,150.3891004,130.9713449,145.9258976,204.5762207,247.8878596
HSPB9,4.498029266,5.015060327,3.53412345,4.00772308,6.030988464,2.006461472,2.007050914,1.992667355,4.022312023,4.021706284,4.513909837
HSPBAP1,134.4846154,122.5858246,138.3118077,131.6625432,133.7581188,132.1047377,112.7629239,121.3569819,101.8444138,104.5751629,105.2447937
HSPBP1,390.2330297,321.9866984,275.9241235,284.2531044,262.5326447,245.5361685,228.8613164,213.1489383,199.0923883,238.4283179,234.5128868
HSPD1,2054.224027,1672.996849,1369.600959,1332.187229,1457.950846,1358.626811,1187.686078,1232.178668,1102.747094,1437.55829,1370.670426
HSPE1,290.6980958,246.2032122,237.287976,195.9262668,222.4325245,233.9141468,199.300597,216.561063,184.9098762,216.5895087,231.1896164
HSPE1-MOB4,4.7614025,4.481848788,13.22664,9.795110361,0,8.813712102,11.467285,31.27932612,4.8254955,5.501635,10.645645
HSPG2,28157.67704,25523.66988,26258.3271,29158.00922,32941.4402,32505.93729,35037.58206,35719.0191,40720.63148,43936.93505,44034.14747
HSPH1,1223.709074,968.9533435,829.1449832,801.6098283,811.4735762,815.5634957,820.149827,939.4343357,866.0661536,1033.853579,968.31431
HTATIP2,261.7641491,233.1765137,210.553352,203.0121163,220.0401311,200.9099542,180.267113,176.3269122,182.0246349,244.5724354,255.9061217
HTATSF1,422.4929692,358.6195883,368.1166375,321.7321137,344.4896109,370.471214,345.8033775,332.6378334,326.7362181,384.5436731,357.1279129
HTATSF1P2,454.1622647,390.892203,418.7998124,456.0805471,476.6966845,446.6647176,402.9288426,407.937698,457.7990417,452.909911,456.7920275
HTD2,72.63219845,76.46530127,78.00954168,94.74526845,109.9670422,32.384355,67.52679917,49.38493715,80.96097634,74.8683093,49.3877665
HTR1B,46.9444534,34.46252636,24.45671651,20.97129208,20.48996383,13.48999938,8.991925425,5.998767073,2.998967938,1.99970359,2.999317412
HTR1D,40.94301965,50.85398671,53.13234749,58.35097156,64.77174538,41.97542094,61.59249725,44.38052734,88.43985688,43.98568905,61.56080963
HTR1F,1.033272792,1.527273674,1.478381466,2.066558179,1.034602679,2.52739091,1.033788489,4.655001403,3.953576252,8.234949795,3.949818463
HTR2A,108.7612435,72.81254165,87.48684795,83.24941242,63.00074262,69.38606922,170.8102306,261.3969972,386.0458013,414.3078743,474.7290539
HTR2A-AS1,1.294936716,0.888387,1.355702649,0,1.788997737,0,3.123958006,7.981316127,4.331434223,6.713921114,6.249131082
HTR2B,129.8824863,126.6405982,109.9970125,115.5931102,96.69327035,79.29438739,93.22321488,93.75131485,87.63326265,56.94302276,77.13944361
HTR2C,0,0,0,0,0,0,0,0,0.501368,0,0
HTR3B,141.5681169,152.1661892,155.7183701,154.8376758,146.2284037,161.5030816,148.7282202,137.1695566,138.4762243,114.9647011,120.9248502
HTR3C,0,0,0,0,0,0,0,0,0.5005785,0,0
HTR3E,0.455555,0,0.5165425,1.006074,1.550116805,1.033486569,0,0.516836,0.5171475,0.517235,0
HTR3E-AS1,16.57414439,24.98271462,23.83750759,28.12326176,25.51364539,20.9049709,21.7409061,21.33297942,19.69575065,23.08164334,22.72716137
HTR4,0,0,0,0,0,0.878145,0,0,0,0,0
HTR5A,0,0,0,0,0,0.4992265,1.9977945,0,0,0.5009205,0.500034
HTR5A-AS1,71.15186248,66.81925349,66.26591487,60.6539126,64.70501367,66.60190007,60.01638905,65.75364985,62.45456761,66.74086228,60.4047365
HTR6,10.98548929,10.48587918,3.992512831,16.47265994,11.98352194,11.48377608,8.989977993,12.50045877,7.497004426,9.005419963,13.49162113
HTR7,12.87298117,14.52407826,12.65170918,10.51212485,19.83916903,20.52872298,9.516943039,9.528157086,7.51620577,12.95365794,9.52051408
HTR7P1,212.7124924,167.9186456,196.5092517,202.7189063,206.6694924,241.1337574,207.2538087,230.0688648,225.140741,254.7370731,260.0244977
HTRA1,7503.600865,6522.016573,7390.587401,7494.537822,9372.365753,11265.32653,12014.02134,12704.17172,15878.63514,20097.83525,23638.76907
HTRA2,321.4397001,254.4803615,213.8559292,271.1869838,266.2434762,232.9115835,245.3044629,237.1844298,238.9489004,254.037643,259.3575928
HTRA3,310.1841641,245.6738522,148.3545389,167.1130054,120.6064211,95.89097173,67.33467145,58.72844802,76.25203014,72.38821109,77.78456605
HTRA4,363.4784046,356.7190992,337.6174997,335.0178218,377.7584854,364.0363341,327.4785328,326.1358212,366.0385026,306.4933691,364.2200413
HTT,2942.29873,2536.701605,2421.499056,2455.013998,2427.544723,2325.198591,2098.614973,2049.715664,2076.874579,2459.41739,2474.225601
HTT-AS,0.500226,0,2.006542279,0,0,0.4999559665,0,0.499875112,0,0.5041280835,0.50074516
HULC,1.497736651,1.508684989,3.021741638,1.002475022,0.499658292,3.521815257,0.503332,2.990504021,3.005101202,1.499430218,3.005151193
HUNK,580.4363894,487.2301848,459.4622934,458.4851461,458.5099635,519.9524629,580.092318,738.1934034,969.8548525,889.0099838,708.2480043
HUS1,674.3336351,567.6032698,550.919949,537.5765811,531.7077177,585.9171103,531.6792872,548.5862308,591.1652901,690.1822422,662.7266527
HUS1B,8.992925277,3.000023869,6.007684425,2.499871158,4.009536681,5.012512187,4.006569778,1.998726514,4.007708724,5.50660519,3.002592328
HUWE1,13675.45544,11718.3045,11137.57512,11667.87628,12484.11405,12504.99213,11195.2344,11023.35289,11082.39372,11871.65579,11674.95226
HVCN1,51.22822622,47.74818059,43.22765824,47.97111123,33.40198321,21.70770413,31.6263734,41.01743689,37.25635253,50.88480221,39.33087418
HYAL1,14.20097164,16.48002221,8.67763722,15.66337519,17.93736251,18.92734032,9.822789726,28.04333466,22.85771495,20.60056128,19.10657141
HYAL2,462.6914032,369.2695664,325.1511775,337.586877,330.0968822,342.2769064,284.7153141,346.4018942,334.1993613,393.4210751,406.1860506
HYAL3,56.20308984,40.66135753,28.34243341,35.51167805,39.53143644,42.27012158,34.70078006,39.63879498,33.24974031,45.62598004,66.66202642
HYAL4,9.41074847,15.42544635,17.90063218,15.2546455,10.95322313,12.35781844,16.03142125,10.66540153,11.35534306,9.793769941,7.68308148
HYDIN,67.00165212,70.53616964,71.19116878,75.11747875,95.1781134,143.1695954,148.9518992,196.0461971,206.2057087,210.5310862,224.8198113
HYDIN2,259.1147354,195.2133404,250.9044559,265.6582966,252.3428806,237.3705317,268.6404364,282.2432363,289.0349584,309.8926431,336.3668008
HYI,239.8817063,189.5647071,169.2715416,159.0185528,122.92436,132.6975511,113.9635476,119.7380886,115.574264,138.4196527,132.9934295
HYKK,133.1720884,125.4464601,139.4707603,117.403106,140.5331446,146.3611023,132.7402992,119.2922078,130.0779756,127.822758,128.6085839
HYLS1,238.7501564,174.3942116,140.0797195,160.6466462,140.4146659,116.5818577,113.0958859,107.3379508,96.34261505,98.5129225,101.7754699
HYMAI,71.40815342,75.39540615,60.98684661,52.86053032,65.45839625,89.33694206,67.84122905,64.63222081,79.45064595,72.44088253,79.34088067
HYOU1,3939.270437,3065.447489,2603.954254,2584.002998,2427.508451,2212.674092,2052.068089,2236.05097,2281.951015,2424.057208,2727.304196
HYPK,229.547883,180.8618686,207.9183561,178.2786895,196.7463703,192.6974251,165.065629,176.2237197,178.8076311,164.0102898,177.509238
IAH1,953.8751293,757.7772171,743.4498996,834.5160648,804.0466698,801.1362114,719.8928039,722.2284642,714.8385863,797.9783077,737.5309143
IAPP,42.89597051,49.86119523,55.29816914,59.63825809,44.4610195,48.00241679,41.70713511,33.91325841,43.0713124,43.19068139,43.77432804
IARS1,8636.717891,7346.298427,7314.484563,7372.440171,7738.532146,7465.110912,6926.955338,6961.075725,7562.336973,7836.353938,8863.421254
IARS2,1744.785023,1530.526385,1495.791487,1493.626043,1675.642843,1538.210539,1562.320814,1545.034164,1451.282844,1760.894856,1741.857645
IATPR,2.494279084,3.508383664,0.5029682495,1.000804,1.5081855,2.005085781,1.001504308,0.9964715,0.497333819,2.004717627,1.50148194
IBA57,341.462574,335.8075891,291.3680873,310.2281577,331.9824548,334.0747052,298.9219585,251.9026627,281.4926552,269.7473169,281.4369257
IBA57-DT,3.12750695,4.83222856,4.616829463,2.391667593,10.34041256,1.851212861,4.948674199,3.966392987,3.464150362,4.407011039,4.385924321
IBSP,0.5001935,0,0,0,0,0.500215304,0,0,0,0,0.500340435
IBTK,1923.924755,1642.566524,1645.842391,1727.127426,1775.280119,1776.322533,1573.197058,1499.584038,1484.110722,1692.99641,1742.562998
ICA1,12.1534355,7.875921691,8.691630652,10.12040996,7.150858171,6.179334951,5.63604482,8.64592811,3.558473246,3.533186132,6.624558505
ICA1L,233.7922175,253.6340464,199.0403202,240.3054686,234.4280411,218.1383472,216.7792643,193.154545,210.1412257,197.6184406,235.1117252
ICAM1,387.3947552,365.3160601,469.9661995,406.5706521,347.9254077,435.2448517,730.3829474,949.8973754,930.9842046,806.5334035,806.6311019
ICAM2,1.5649165,2.08826377,0.522533906,1.44856034,2.027933855,0.483028981,3.203506332,1.043309794,1.97018479,2.497046011,1.281454964
ICAM3,78.01210579,76.05439694,58.80829852,70.00259318,65.77558978,60.82287443,51.17998747,60.2934515,51.38445159,61.65587239,67.21438976
ICAM4,30.69514864,37.37289213,40.38886359,33.28910126,42.75859721,39.13190565,48.23562509,59.51034352,45.32083411,49.21267103,53.97050907
ICAM5,5.49388744,7.492544986,7.486215823,11.48307527,9.993139355,4.995527032,12.48892247,14.00252168,20.49060895,26.51320443,23.49356068
ICE1,1475.949857,1298.444388,1151.159774,1253.579453,1341.792359,1200.392473,1131.25767,1022.577038,1086.230509,1133.11177,1165.394926
ICE2,940.5967375,787.3836392,753.5800179,765.1123952,861.8425649,860.9413354,737.3775698,723.711268,761.7136357,775.5547426,790.0526264
ICMT,2271.058564,1883.523838,1616.011028,1549.707105,1635.972727,1698.069432,1670.758405,1922.695719,1695.566925,2156.862501,2108.747062
ICOS,0,0,0,0,0.499893923,0.499599905,0.499511396,0.999617083,0.499787,1.499838597,0
ICOSLG,86.12656619,80.51600098,72.51196061,92.7574102,72.4810596,83.55686304,78.63421951,98.3812512,74.915789,62.88791337,87.99446144
ID1,3059.262508,2236.845908,1881.026986,2144.923186,1405.956658,788.7867544,1047.506441,673.7578892,747.8284176,265.5842243,325.1190496
ID2,4360.726671,3727.227479,3327.660586,3548.113599,3457.910516,2660.085345,3326.643953,2662.244179,3081.317358,2421.4585,2314.160876
ID2-AS1,16.41116652,21.97769979,25.99670402,18.47201379,31.18605743,33.83344858,28.25179405,32.66428163,34.76053309,34.80588626,36.25033952
ID3,3075.425994,2122.232044,1961.725087,2061.321818,1383.38904,761.421154,1068.370672,690.1740504,784.1813683,463.2826499,702.5371477
ID4,537.816541,469.3909997,313.3574245,389.3550441,285.1282083,168.7806154,284.6490117,183.5362011,323.7436308,202.6791604,317.9272804
IDE,1810.50021,1581.437851,1641.363595,1637.799077,1822.062779,1936.492682,1720.611299,1617.712385,1623.321411,1675.740022,1662.425954
IDH1,1720.5366,1662.649679,1855.64484,1522.239047,1362.339351,1335.492449,927.8294825,1010.914175,762.7075834,878.6526943,904.9263702
IDH1-AS1,11.64230062,5.271084304,9.320188725,9.73618892,11.46863443,8.487643812,5.937624639,6.725904913,10.90997617,9.725879213,6.268563015
IDH2,1750.859976,1390.276825,1458.822815,1438.355448,1270.131777,1179.200623,1171.473952,1067.319233,1229.57316,1290.164921,1318.507799
IDH2-DT,2.089205384,1.010419783,0.5056625,1.027646817,1.587570478,1.230525,1.01628214,0.537626307,0.5074286685,0,4.192469136
IDH3A,643.6681555,529.9665322,405.0099751,496.8491373,421.6472025,405.6667239,383.2708001,400.8301824,398.4479655,446.6851429,488.2816547
IDH3B,602.7019999,516.8279335,449.0792232,543.1286792,492.9365395,462.4533563,393.9148551,371.9392497,382.3436573,409.7048372,388.7276642
IDH3G,744.0679956,618.7044852,552.6299765,567.3303861,630.3473875,543.706527,450.2144773,422.7276095,422.1817109,473.9194708,532.5571174
IDI1,1473.604101,1211.358346,1512.405222,1085.045126,888.4575951,886.9990335,676.8162664,690.8041622,516.2918496,609.1975049,597.6433979
IDI2,2.675153617,3.305559471,1.109151832,1.090560119,11.23273437,1.104576191,1.7390915,0,2.798057279,3.928994278,1.110079476
IDI2-AS1,45.59330379,39.06171473,70.54597298,43.024809,32.60028453,42.62311633,34.33009542,33.16877679,21.75727456,9.868806455,12.39756633
IDNK,63.80294351,87.32512551,76.11107443,90.03340328,88.20401378,95.73929692,76.78967729,51.18744729,77.72425293,66.69409943,66.23343481
IDO1,7.310503542,2.593218052,6.685832118,7.24927319,4.715410383,3.604565411,4.965634404,5.290938791,5.290978673,3.042290284,4.186788365
IDS,2780.217229,2673.34347,2825.704587,3087.11604,3231.331581,3098.673297,3265.383017,3373.811386,3577.295202,3936.093845,3961.094623
IDUA,399.010987,446.8152728,538.7817368,579.3579951,683.2264559,716.6621321,732.0646199,805.4805432,731.7522774,715.5524908,922.0320573
IER2,1764.539541,1116.98006,1584.163441,1193.121081,855.6282985,1299.912259,1155.83013,1599.898896,927.9286314,1080.671645,1010.976287
IER3,2754.311804,1862.28917,2066.51397,1991.484731,1629.855436,1528.553531,2293.284019,2393.962937,2173.635231,1524.864492,1681.700428
IER3-AS1,42.32683722,26.48249277,37.34324699,39.57656488,36.66505809,35.12205527,42.0760707,50.57947459,64.99634474,34.33592918,44.73151847
IER3IP1,882.8631089,775.4883174,706.3943451,795.7128566,705.7160841,647.2400892,638.7955652,561.5054398,622.1800322,716.3823404,752.4427653
IER5,833.8495665,659.0401426,732.3921632,691.4756121,741.5670442,812.3274829,732.8362611,878.3977411,724.1878879,794.3478609,731.869929
IER5L,1114.160495,860.5471183,874.5413874,906.7292986,926.2169337,801.8127189,899.2632615,781.9663621,745.736516,656.2624691,751.6999933
